document,line,caption,path,resolved_path,status,git_status,sha256,bytes
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,13,移动二级节点作为区域配准基准,assets/secondary_anchor_registration_overview.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_anchor_registration_overview.png,present,tracked,6ecaee915cfda171952cc72cb80981a3daf6ed821338c604c73adbdd13c26ac1,350305
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,41,不同相机目标子集与配准难点,assets/visual_registration_multisubset_difficulty.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_multisubset_difficulty.png,present,tracked,07ac749c5644ddefab9395482d5b7e1afcecad96e19bbfb0b852c82fed7c5639,312159
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,57,区域目标配准的证据顺序,assets/visual_registration_evidence_chain_secondary.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_evidence_chain_secondary.png,present,tracked,fae80f2731ba180d8f57e4da22a04c22fd9a8bd7831bcb90e3474a091cf66b29,253772
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,67,轨迹图神经网络的节点、边和消息传递,assets/visual_registration_gnn_message_passing.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_gnn_message_passing.png,present,tracked,50e03b1c716442c545d6a0436801f6facd70d78c29eec8c43adb74e446e20a8f,361667
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,111,盘旋平台观测的拍摄时刻补偿,assets/moving_platform_geometry_compensation.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/moving_platform_geometry_compensation.png,present,tracked,5948e5a9f7e20f039369cdf878202caa83b29ce880d160c971c3c493fcc959fd,288790
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,125,二级节点与无人机的共同视场复核,assets/secondary_overlap_reprojection.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_overlap_reprojection.png,present,tracked,936385e3f599d8f64f54c9bb5104241a7ef2322d40f1c8430c0585092e62e183,276297
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,131,非共同视场的二级节点桥接,assets/secondary_nonoverlap_bridge.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_nonoverlap_bridge.png,present,tracked,1ebad578809c6f08e9d4bcfcda8a1a99031b02f368cbbb6ce2393b110492e92d,232975
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,149,密集目标的稀疏轨迹图,assets/visual_registration_dense_track_graph.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_dense_track_graph.png,present,tracked,aa226d9698c3a7b0cc09bd61adedba357b873deacac38741024f179d8fddf420,283030
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,161,少量目标的一对一匹配,assets/visual_registration_small_target_matching.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_small_target_matching.png,present,tracked,9d818631380f62a42b55adfc691fc8d2a98f822eab9d3db3c14153cc91728d42,267957
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,167,深度学习评分与确定性确认流程,assets/visual_registration_ai_safe_pipeline.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_ai_safe_pipeline.png,present,tracked,da0075c3bec995deac8e40920d0ecba6d39b79530dfeedb48d4893ca3c94ae25,283782
deliverables/leadership_report/VISUAL_REGISTRATION_SECTION_CN.md,179,区域临时目标编号与跨区映射,assets/regional_target_boundary_lifecycle.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/regional_target_boundary_lifecycle.png,present,tracked,082167fc5cf3caa32cc5bf3aec64c4c3b6fc6f58153011efab9fcb4823065eab,253825
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,13,搜索完成后的中心航迹与机载局部航迹配准流程,../../research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/figures/01_association_flow.png,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/figures/01_association_flow.png,present,ignored,89cd980d9205b05f93c6a03bd54c83027c560ad5e16cd3a4e07a1e5074905afd,167454
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,23,末端相机坐标旋转链与安装偏移,assets/center_terminal_split_reports/07_terminal_pose_chain.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/07_terminal_pose_chain.png,present,tracked,598fedf0fc823d0af51fc47f4ff7ab7ca5be361586ef1a85a5ae3364852eeaa4,164454
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,31,中心航迹投影、候选评分和确认关系,assets/center_terminal_split_reports/07b_center_handover_principle.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/07b_center_handover_principle.png,present,tracked,f071e2d6301a30b6dbe4cbd259132e3dbc16ca82221630ebdac6b81c89bc48ca,226039
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,155,有卫星、正常姿态和轻干扰条件下的规模变化,../../research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/figures/02_scale_results.png,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/figures/02_scale_results.png,present,ignored,03dbd6d8bd4660e124baa841c841514357e3206c841f20fcd6790be2829273bb,133359
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.md,188,各误差条件下几何方法与冻结图网络结果,../../research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/figures/03_error_heatmaps.png,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/figures/03_error_heatmaps.png,present,ignored,08a9ec8a30ca080f4910c79507117aaee23ca00070766b5109e695f76c1226d3,168190
deliverables/leadership_report/协同搜索试验报告_CN.md,13,中心粗线索条件下的协同搜索流程,assets/center_terminal_split_reports/search100_01_flow.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/search100_01_flow.png,present,tracked,ab23772d1b63d65b977796909b93bd022342c722e1e156cdd17f6241aedeeb8c,131494
deliverables/leadership_report/协同搜索试验报告_CN.md,29,粗位置三倍标准差区域与搜索子单元,assets/center_terminal_split_reports/search100_02_cells_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/search100_02_cells_3d.png,present,tracked,9e5207d93ff32cc703f6e672e19f2d62c64b869f4dd3d0dda69b7eb6e701c16c,180005
deliverables/leadership_report/协同搜索试验报告_CN.md,132,三种规模和误差下的目标发现与连续确认,assets/center_terminal_split_reports/search100_03_results.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/search100_03_results.png,present,tracked,b6704503eb92d71280da4ce45173289c517476f1c85f460cb0aa776cc645bfd4,88353
deliverables/leadership_report/协同搜索试验报告_CN.md,140,真实视锥覆盖与18秒预算内剩余任务,assets/center_terminal_split_reports/search100_04_coverage_budget.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/search100_04_coverage_budget.png,present,tracked,f723ffe9f9c618df1107a8c0dd79f3fe134050ee40561d781492eb64c6da24c3,158112
deliverables/leadership_report/协同搜索试验报告_CN.md,160,首次发现时间与滚动分配计算时间,assets/center_terminal_split_reports/search100_05_timing.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/search100_05_timing.png,present,tracked,4477a99f5ae3a75ea5a100ddbbe96930bf8532a842de6de3eed3e6929da4d9c3,254518
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,13,双光电多目标轨迹配准与交汇定位流程,assets/dual_optical_registration_report/01_algorithm_flow.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/01_algorithm_flow.png,present,tracked,0caee5712db26972d41a8422418634b960f07ba8efaace8a0f9f44283e92f5c8,1704871
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,21,单站检测点形成连续航迹及断轨风险,assets/dual_optical_registration_report/02_single_station_tracking.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/02_single_station_tracking.png,present,tracked,bff6b26a972ed5dfd846a99242a0377664bd8342006dcebea1b179951f751227,334819
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,29,双站视线的三维共面筛选,assets/dual_optical_registration_report/03_coplanarity_screening_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/03_coplanarity_screening_3d.png,present,tracked,edfa7d3727369a91131d0c6c1b1633198c1b7f98989bc7bd58842d71a2312097,232384
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,37,双站局部航迹对应关系待确定,assets/dual_optical_registration_report/04a_local_tracks_before_registration.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/04a_local_tracks_before_registration.png,present,tracked,d0c67a9791ee564bac8d6fb05878bc4f036216afb010e3b4c23f14c6ab80f226,974313
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,39,候选关系经图神经网络评分和一一分配后收敛,assets/dual_optical_registration_report/04b_candidate_graph_gnn_assignment.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/04b_candidate_graph_gnn_assignment.png,present,tracked,4a12344be1004b05a7ee5bd7d4235f35a799a6b09093a7ad4179b2dea2afc935,1197670
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,53,多时刻双射线交汇定位原理,assets/dual_optical_registration_report/05_multitime_triangulation_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/05_multitime_triangulation_3d.png,present,tracked,e406156aee41a41ccee94a27fd90c3ae5d4d76f347092bb0976dc2a03c6cc7b4,267013
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,74,两台固定光电与多方向运动目标,assets/dual_optical_registration_report/06_airsim_scene_40_targets_cn.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/06_airsim_scene_40_targets_cn.png,present,tracked,4bb16a2b9f0c4b0c2eb052d7bee7f2e2b764e811fe63845ceefb9ddcf9e3a89d,299944
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,78,仿真检测函数形成的两站匿名检测框示意,assets/dual_optical_registration_report/07_airsim_optical_observations_cn.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/07_airsim_optical_observations_cn.png,present,tracked,0570a0a6cbe1f5331f9b20679fb14e24bd9f4e3c97e02220836e4bf517fa68f3,798260
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,119,360度理想单站条件下的质量与耗时,assets/dual_optical_registration_report/13_v2_oracle_quality_timing.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/13_v2_oracle_quality_timing.png,present,tracked,46614f09cdd57bebada37b724d223ef1f2a6b4c5c697c2d02c38322117520d9c,167159
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,148,360度实际单站航迹精度和覆盖度,assets/dual_optical_registration_report/14_v2_continuous_single_station.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/14_v2_continuous_single_station.png,present,tracked,bec82400ec53556fde9bae78f8f9902f105093215e06acaf30a0f99d000e7f6c,158268
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,183,360度实际单站条件下两种方法的最终质量,assets/dual_optical_registration_report/15_v2_continuous_dual_matrix.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/15_v2_continuous_dual_matrix.png,present,tracked,8124c992a43f3be9ea26650ca310e20ca9e402532970d67cd35694645ce5ad73,150959
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,212,180度扫描的单站航迹精度和覆盖度,assets/dual_optical_registration_report/16_v2_s180_single_station.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/16_v2_s180_single_station.png,present,tracked,8790a0a7a7dc24f9d5b9298021a899507184b7e82e4c5ce3d11771c002745ef8,158063
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,245,180度扫描条件下两种方法的最终质量,assets/dual_optical_registration_report/16b_v2_s180_dual_matrix.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/16b_v2_s180_dual_matrix.png,present,tracked,205367b712a2b728539aad64d6d0827145b90e73fdb3515e66240ebdf2207c82,150877
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,251,三类复算的处理耗时与1000毫秒期限,assets/dual_optical_registration_report/17_v2_latency_deadline.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/17_v2_latency_deadline.png,present,tracked,4ee1fbead3e083ba337fb7c0165af8cc18bd0ccd7bf018a80c5686685ec0c380,130553
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,253,单站航迹覆盖度与双站配准覆盖度关系,assets/dual_optical_registration_report/18_v2_local_dual_correlation.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/18_v2_local_dual_correlation.png,present,tracked,c1a5ee77fd8e62e1a8feeda9c9a1e03405aacab38d5cb91975077c2cea112053,243733
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,269,40目标交汇定位位置与速度误差,assets/dual_optical_registration_report/10_ranging_reconstruction_and_error.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/dual_optical_registration_report/10_ranging_reconstruction_and_error.png,present,tracked,72357f7e37b0d5a01d4a8793e1e76c72f4764f55aaf3823e8c35ac9450295f37,298678
deliverables/leadership_report/末端目标配准试验报告_CN.md,17,中心交接与机间配准总体流程,assets/center_terminal_split_reports/06_terminal_flow.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/06_terminal_flow.png,present,tracked,779296671d8f92d7cba99c795b0c766152895b94f409d08b3b8d13ea70809764,196611
deliverables/leadership_report/末端目标配准试验报告_CN.md,43,相机坐标旋转与安装偏移,assets/center_terminal_split_reports/07_terminal_pose_chain.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/07_terminal_pose_chain.png,present,tracked,598fedf0fc823d0af51fc47f4ff7ab7ca5be361586ef1a85a5ae3364852eeaa4,164454
deliverables/leadership_report/末端目标配准试验报告_CN.md,66,中心航迹与机载航迹交接原理,assets/center_terminal_split_reports/07b_center_handover_principle.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/07b_center_handover_principle.png,present,tracked,f071e2d6301a30b6dbe4cbd259132e3dbc16ca82221630ebdac6b81c89bc48ca,226039
deliverables/leadership_report/末端目标配准试验报告_CN.md,76,双视线交会与多时刻运动核对原理,assets/center_terminal_split_reports/10_crossview_rays.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/10_crossview_rays.png,present,tracked,afcec907578958b08e4ba64446473851651b68cdc19bbb58739c752ab4899d30,90403
deliverables/leadership_report/末端目标配准试验报告_CN.md,106,机间配准六类硬门控及当前阈值,assets/center_terminal_split_reports/10b_crossview_hard_gates.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/10b_crossview_hard_gates.png,present,tracked,83ce6915c16442819cf481c84a6012997730613b7e79f774b8bca35934980916,213923
deliverables/leadership_report/末端目标配准试验报告_CN.md,118,视场区内候选评分与一一匹配流程,assets/center_terminal_split_reports/11b_crossview_assignment_principle.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/11b_crossview_assignment_principle.png,present,tracked,b358ca71923d181e35c7ade71adba7ee15d96e72fa3e34540331fc5e37343cce,133761
deliverables/leadership_report/末端目标配准试验报告_CN.md,172,三组中心交接的几何与图网络结果,assets/center_terminal_split_reports/08_handover_results.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/08_handover_results.png,present,tracked,77644162d88ed87a91ddfcb3791592b38509bea05071b962ad0843dbe63c8b27,76637
deliverables/leadership_report/末端目标配准试验报告_CN.md,174,中心预测范围与机载观测匹配实例,assets/center_terminal_split_reports/09_projection_ellipse_matching.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/09_projection_ellipse_matching.png,present,tracked,39be1c37abc77e10a7e0f4a7c7eae98d4a22904a6412909caa004faf092ea80b,46056
deliverables/leadership_report/末端目标配准试验报告_CN.md,206,20目标/30机场景的匿名机载局部航迹,assets/center_terminal_split_reports/13_local_pixel_tracks.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/13_local_pixel_tracks.png,present,tracked,b12d55b0e8de65c1c5e4cc01469a98d7beb3eec02a6568671b16c0e580834c81,168817
deliverables/leadership_report/末端目标配准试验报告_CN.md,208,20目标/30机场景的跨相机关联结果,assets/center_terminal_split_reports/14_crossview_relation_graph.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/14_crossview_relation_graph.png,present,tracked,c2ddfa29ed44659cab3e0bc8f3e50d43a6a4b9eb0a9925283ccc98ea20d21071,139634
deliverables/leadership_report/末端目标配准试验报告_CN.md,210,视场区几何与图网络结果对比,assets/center_terminal_split_reports/12_terminal_metric_comparison.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/center_terminal_split_reports/12_terminal_metric_comparison.png,present,tracked,9dd4df144af5906feb4d46c58d8da962441f3885a8a672970d3246415ce9cd93,90469
deliverables/patents/基于图神经网络的双光电多目标轨迹配准与交会定位方法_CN.md,14,图1 双光电多目标轨迹配准与交会定位总流程,assets/patent2/fig1_overall_flow.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent2/fig1_overall_flow.png,present,tracked,fbffe9b503453b58a15e49924df1b4efc01d2487104ee8d1ebc8588a71adaf74,224409
deliverables/patents/基于图神经网络的双光电多目标轨迹配准与交会定位方法_CN.md,134,图2 检测框中心像素转换为空间单位视线,assets/patent2/fig2_pixel_to_ray.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent2/fig2_pixel_to_ray.png,present,tracked,a8c7ff524a0bb22b1b84d611ed1ab55bb7f77e4c39d01dae47c885b38cb925d2,181055
deliverables/patents/基于图神经网络的双光电多目标轨迹配准与交会定位方法_CN.md,136,图3 同一扫描检测合并及单站角航迹形成,assets/patent2/fig3_scanlet_angular_track.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent2/fig3_scanlet_angular_track.png,present,tracked,d85066e190397149450daaa4a9bef043c434ef9dc001fbab88161191addfa13c,194868
deliverables/patents/基于图神经网络的双光电多目标轨迹配准与交会定位方法_CN.md,138,图4 协方差归一化共面筛选与稀疏二分图,assets/patent2/fig4_coplanar_sparse_graph.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent2/fig4_coplanar_sparse_graph.png,present,tracked,f1b7d8ddaa8910a6f28856d0e2048bef0e7f9adf15bbfabe51ac1c544a331a19,286872
deliverables/patents/基于图神经网络的双光电多目标轨迹配准与交会定位方法_CN.md,140,图5 图网络候选评分与带未匹配项的一一匹配,assets/patent2/fig5_gnn_assignment.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent2/fig5_gnn_assignment.png,present,tracked,11400d3fb3f2c5a678c93e2266148f4077f01b2d75811bac711b4fb1fd526c16,216853
deliverables/patents/基于图神经网络的双光电多目标轨迹配准与交会定位方法_CN.md,142,图6 双视线最近点交会定位与多时刻三维拟合,assets/patent2/fig6_triangulation.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent2/fig6_triangulation.png,present,tracked,ff5660ad59e89f1a2d97ae785d125dfc28256f2efec4522f6e10e0db89b41618,258064
deliverables/patents/基于多智能体决策的集群无人机协同反无人机系统_CN.md,14,图1 集群无人机协同反无人机系统架构,assets/patent1/fig01_system_architecture.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent1/fig01_system_architecture.png,present,tracked,d25f5ba49f2f9702f0b8d46f49e6f8bfd827f887b3d7048e8b9e17f5d74e9759,155665
deliverables/patents/基于多智能体决策的集群无人机协同反无人机系统_CN.md,122,图2 区域状态图与稀疏目标—资源候选图,assets/patent1/fig02_region_and_candidate_graphs.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent1/fig02_region_and_candidate_graphs.png,present,tracked,e8e3aac4f1ff41dc8386023de1f0a42480273b7abc3cdb6798cfdd386cf4191f,261962
deliverables/patents/基于多智能体决策的集群无人机协同反无人机系统_CN.md,124,图3 学习修正、幅度约束与确定性安全投影,assets/patent1/fig03_learning_and_safety_projection.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent1/fig03_learning_and_safety_projection.png,present,tracked,290ccfa3acc207d65fc0f7c563ea0192d3aa17761bb425664ee99497bbb0ffa9,159595
deliverables/patents/基于多智能体决策的集群无人机协同反无人机系统_CN.md,126,图4 确定性一一分配与多资源任务展开,assets/patent1/fig04_deterministic_assignment.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent1/fig04_deterministic_assignment.png,present,tracked,d6c179288029ea9d9901237f7a898236fe02cf96bc845a3a3750932d02082f8c,141200
deliverables/patents/基于多智能体决策的集群无人机协同反无人机系统_CN.md,128,图5 滚动重规划、版本递增与计划有效期,assets/patent1/fig05_rolling_plan_versions.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent1/fig05_rolling_plan_versions.png,present,tracked,947d68f478f8d1112be3fcccab1542529a47235c0e2d8cc125117e849984d9b5,145290
deliverables/patents/基于多智能体决策的集群无人机协同反无人机系统_CN.md,130,图6 分级降级接管与受影响任务重算,assets/patent1/fig06_degraded_takeover.png,/home/linux/Documents/MSM/deliverables/patents/assets/patent1/fig06_degraded_takeover.png,present,tracked,ef58a66ec6bf5b467a9e1f1e4229a5816ee8beded80870f104bfe0ebdcdac1f7,165216
deliverables/project_proposals/大模型辅助评估项目建议书.md,248,大模型辅助评估总体技术方案,assets/%E5%A4%A7%E6%A8%A1%E5%9E%8B%E8%BE%85%E5%8A%A9%E8%AF%84%E4%BC%B0%E6%80%BB%E4%BD%93%E6%8A%80%E6%9C%AF%E6%96%B9%E6%A1%88.png,/home/linux/Documents/MSM/deliverables/project_proposals/assets/大模型辅助评估总体技术方案.png,present,tracked,e242914414ff26b58a54c4878c30e261b61b9236e969830e64ec05825eccc4ad,407795
deliverables/project_proposals/无人机协同拦截项目建议书.md,274,图4-1 无人机协同拦截总体技术方案,assets/%E6%97%A0%E4%BA%BA%E6%9C%BA%E5%8D%8F%E5%90%8C%E6%8B%A6%E6%88%AA%E6%80%BB%E4%BD%93%E6%8A%80%E6%9C%AF%E6%96%B9%E6%A1%88.png,/home/linux/Documents/MSM/deliverables/project_proposals/assets/无人机协同拦截总体技术方案.png,present,tracked,9972db21b2a1a43c0c4ddbc95616f120da4c54550efae59c22855c7103138925,504903
deliverables/project_proposals/无人机协同探测项目建议书.md,252,无人机协同探测总体技术方案,assets/%E6%97%A0%E4%BA%BA%E6%9C%BA%E5%8D%8F%E5%90%8C%E6%8E%A2%E6%B5%8B%E6%80%BB%E4%BD%93%E6%8A%80%E6%9C%AF%E6%96%B9%E6%A1%88.png,/home/linux/Documents/MSM/deliverables/project_proposals/assets/无人机协同探测总体技术方案.png,present,tracked,738f0edd0b115a0585c1f84632eda9c8331beb609400b5aaab48d1f2bc7568c3,489106
